-10080.0,3.935518577691255e-09
-10080.0,5.312639217436299e-09
-10080.0,1.1157741397482823e-11
-10080.0,1.6653345369377348e-11
-10080.0,2.8754776337791554e-09
-10080.0,2.1471713296250527e-10
-10080.0,9.880984919163893e-11
-10080.0,5.4289905904170155e-11
-10080.0,1.3933298959045715e-10
-10080.0,1.417754802446325e-10
-10080.0,4.3298697960381105e-11
-10080.0,5.140332604014475e-11
-10070.0,3.4585667663122877e-09
-10070.0,6.98663349396611e-09
-10070.0,2.3647750424515834e-11
-10070.0,1.84297022087776e-11
-10070.0,4.275690912436403e-09
-10070.0,2.0539125955565396e-10
-10070.0,9.792167077193881e-11
-10070.0,5.390132784555135e-11
-10070.0,1.3955503419538218e-10
-10070.0,1.3555823130673161e-10
-10070.0,4.651834473179406e-11
-10070.0,5.689893001203927e-11
-10060.0,2.5286439608862565e-09
-10060.0,3.863576125695545e-09
-10060.0,1.164346397075633e-11
-10060.0,1.865174681370263e-11
-10060.0,5.17541565159263e-09
-10060.0,2.0894397323445446e-10
-10060.0,1.0014211682118912e-10
-10060.0,5.340172748447003e-11
-10060.0,1.4105383527862614e-10
-10060.0,1.3300471835009375e-10
-10060.0,4.39648317751562e-11
-10060.0,5.42343947529389e-11
-10050.0,1.8980372828991676e-09
-10050.0,3.6983749396313215e-09
-10050.0,2.3314683517128287e-11
-10050.0,1.8984813721090177e-11
-10050.0,6.2180816051693455e-09
-10050.0,2.0183854587685346e-10
-10050.0,1.021405182655144e-10
-10050.0,5.295763827461997e-11
-10050.0,1.477429290019927e-10
-10050.0,1.297850715786808e-10
-10050.0,4.4075854077618715e-11
-10050.0,5.4511950509095186e-11
-10040.0,1.3986589664227722e-09
-10040.0,2.7249313916399842e-09
-10040.0,2.3092638912203256e-11
-10040.0,1.9317880628477724e-11
-10040.0,3.68682862017522e-09
-10040.0,1.9872992140790302e-10
-10040.0,1.0391687510491465e-10
-10040.0,5.262457136723242e-11
-10040.0,1.420807915764044e-10
-10040.0,1.2301271112846734e-10
-10040.0,4.387115670745345e-11
-10040.0,5.411990300352443e-11
-10030.0,1.077582467701177e-09
-10030.0,1.958877504648626e-09
-10030.0,1.1324274851176597e-11
-10030.0,1.9095836023552692e-11
-10030.0,2.587263736586465e-09
-10030.0,1.91402449445377e-10
-10030.0,1.0547118733938987e-10
-10030.0,5.1958437552457326e-11
-10030.0,1.421640583032513e-10
-10030.0,1.241229341530925e-10
-10030.0,4.383993168488587e-11
-10030.0,5.166700400849322e-11
-10020.0,8.518741267948826e-10
-10020.0,1.4459544672718039e-09
-10020.0,1.1879386363489175e-11
-10020.0,1.9761969838327786e-11
-10020.0,1.8030021919912542e-09
-10020.0,1.9317880628477724e-10
-10020.0,1.0669243266647754e-10
-10020.0,5.1736392947532295e-11
-10020.0,1.4171996909340123e-10
-10020.0,1.219024881038422e-10
-10020.0,4.3298697960381105e-11
-10020.0,5.165312622068541e-11
-10010.0,6.88116230662672e-10
-10010.0,1.1013412404281553e-09
-10010.0,1.1435297153639112e-11
-10010.0,1.9761969838327786e-11
-10010.0,1.2385648062718246e-09
-10010.0,1.9473311851925246e-10
-10010.0,1.0746958878371515e-10
-10010.0,5.084821452783217e-11
-10010.0,1.4660495040175192e-10
-10010.0,1.1945999744966684e-10
-10010.0,4.2577052994374753e-11
-10010.0,5.395683899678261e-11
-10000.0,5.661027202563673e-10
-10000.0,8.657519146026971e-10
-10000.0,1.0880185641326534e-11
-10000.0,1.887379141862766e-11
-10000.0,9.170442183403793e-10
-10000.0,1.8562928971732617e-10
-10000.0,1.0835776720341528e-10
-10000.0,4.884981308350689e-11
-10000.0,1.4049872376631356e-10
-10000.0,1.170175067954915e-10
-10000.0,4.285460875053104e-11
-10000.0,5.084821452783217e-11
-9990.0,4.732880753977042e-10
-9990.0,6.946665465079604e-10
-9990.0,1.1102230246251565e-11
-9990.0,1.9234613901630837e-11
-9990.0,6.941114349956479e-10
-9990.0,1.8807178037150152e-10
-9990.0,1.0902390101819037e-10
-9990.0,4.8183679268731794e-11
-9990.0,1.3922196728799463e-10
-9990.0,1.1546319456101628e-10
-9990.0,4.2521541843143495e-11
-9990.0,5.040412531798211e-11
-9980.0,3.991251773527438e-10
-9980.0,5.698219673888616e-10
-9980.0,1.1324274851176597e-11
-9980.0,2.0212997942081756e-11
-9980.0,5.497824417943775e-10
-9980.0,1.8696155734687636e-10
-9980.0,1.0941247907680918e-10
-9980.0,4.6851411639181606e-11
-9980.0,1.376676550535194e-10
-9980.0,1.0946799022804043e-10
-9980.0,4.196643033083092e-11
-9980.0,4.984901380566953e-11
-9970.0,3.574918139293004e-10
-9970.0,4.651834473179406e-10
-9970.0,1.0658141036401503e-11
-9970.0,1.9192980538207394e-11
-9970.0,4.39870362356487e-10
-9970.0,1.8240964294591322e-10
-9970.0,1.0977330155981235e-10
-9970.0,4.574118861455645e-11
-9970.0,1.3711254354120683e-10
-9970.0,1.1191048088221578e-10
-9970.0,3.9190872769268026e-11
-9970.0,4.929390229335695e-11
-9960.0,3.3439917501709715e-10
-9960.0,3.945142823535974e-10
-9960.0,1.0658141036401503e-11
-9960.0,2.020605904817785e-11
-9960.0,3.756439603819217e-10
-9960.0,1.8540724511240114e-10
-9960.0,1.0693963076180424e-10
-9960.0,4.440892098500626e-11
-9960.0,1.341149413747189e-10
-9960.0,1.1042555758677963e-10
-9960.0,4.3520742565306136e-11
-9960.0,4.8627768478581856e-11
-9950.0,3.2107649872159527e-10
-9950.0,3.788080960021034e-10
-9950.0,1.9761969838327786e-11
-9950.0,1.9484414082171497e-11
-9950.0,3.117783808903596e-10
-9950.0,1.8141044222375058e-10
-9950.0,1.0957901253050295e-10
-9950.0,4.241051954068098e-11
-9950.0,1.318944953254686e-10
-9950.0,1.1124434706744069e-10
-9950.0,4.063416270128073e-11
-9950.0,4.75175454539567e-11
-9940.0,3.077538224260934e-10
-9940.0,3.503863865716994e-10
-9940.0,9.769962616701378e-12
-9940.0,2.0039525594484076e-11
-9940.0,2.672514987089869e-10
-9940.0,1.8207657603852567e-10
-9940.0,1.0658141036401503e-10
-9940.0,3.952393967665557e-11
-9940.0,1.305622276959184e-10
-9940.0,1.1485257189747244e-10
-9940.0,3.907985046680551e-11
-9940.0,4.6851411639181606e-11
-9930.0,2.957634137601417e-10
-9930.0,3.326228181776969e-10
-9930.0,9.769962616701378e-12
-9930.0,2.0095036745715333e-11
-9930.0,2.312594560294201e-10
-9930.0,1.8274270985330077e-10
-9930.0,1.0913492332065289e-10
-9930.0,3.9968028886505635e-11
-9930.0,1.27675647831893e-10
-9930.0,1.20570220474292e-10
-9930.0,3.8413716652030416e-11
-9930.0,4.529709940470639e-11
-9920.0,2.864375403532904e-10
-9920.0,3.170796958329447e-10
-9920.0,1.7763568394002505e-11
-9920.0,1.9317880628477724e-11
-9920.0,2.0339285811132868e-10
-9920.0,1.836308882730009e-10
-9920.0,1.0758061108617767e-10
-9920.0,3.8191672047105385e-11
-9920.0,1.2390088954816747e-10
-9920.0,1.2068124277675452e-10
-9920.0,3.552713678800501e-11
-9920.0,4.1744385725905886e-11
-9910.0,2.76667577736589e-10
-9910.0,3.028688411177427e-10
-9910.0,1.9095836023552692e-11
-9910.0,1.9317880628477724e-10
-9910.0,1.8485213360008856e-10
-9910.0,1.0624834345662748e-10
-9910.0,4.085620730620576e-11
-9910.0,1.20570220474292e-10
-9910.0,1.290079154614432e-10
-9910.0,3.708144902248023e-11
-9910.0,4.085620730620576e-11
-9900.0,2.637889906509372e-10
-9900.0,2.8466118351389014e-10
-9900.0,9.325873406851315e-12
-9900.0,1.8984813721090177e-11
-9900.0,1.865174681370263e-10
-9900.0,1.8618440122963875e-10
-9900.0,1.0524914273446484e-10
-9900.0,4.107825191113079e-11
-9900.0,1.1723955140041653e-10
-9900.0,1.3244960683778118e-10
-9900.0,3.3306690738754696e-11
-9900.0,4.1744385725905886e-11
-9890.0,2.611244553918368e-10
-9890.0,2.7267077484793845e-10
-9890.0,1.7763568394002505e-11
-9890.0,1.865174681370263e-11
-9890.0,1.8030021919912542e-10
-9890.0,1.8768320231288271e-10
-9890.0,9.892087149410145e-11
-9890.0,4.1744385725905886e-11
-9890.0,1.1435297153639112e-10
-9890.0,1.4299672557172016e-10
-9890.0,3.419486915845482e-11
-9890.0,4.085620730620576e-11
-9880.0,2.5490720645393594e-10
-9880.0,2.69562150378988e-10
-9880.0,9.547918011776346e-12
-9880.0,1.84297022087776e-11
-9880.0,1.7541523789077473e-10
-9880.0,1.9001467066459554e-10
-9880.0,9.992007221626409e-11
-9880.0,4.4853010194856324e-11
-9880.0,1.056932319443149e-10
-9880.0,1.550426453889031e-10
-9880.0,3.3084646133829665e-11
-9880.0,3.930189507173054e-11
-9870.0,2.4447111002245947e-10
-9870.0,2.5512925105886097e-10
-9870.0,1.021405182655144e-11
-9870.0,1.8207657603852567e-11
-9870.0,1.6964207816272392e-10
-9870.0,1.92373894591924e-10
-9870.0,9.792167077193881e-11
-9870.0,4.6851411639181606e-11
-9870.0,1.0613732115416497e-10
-9870.0,1.6608936448392342e-10
-9870.0,2.7533531010703882e-11
-9870.0,3.8191672047105385e-11
-9860.0,2.426947531830592e-10
-9860.0,2.517985819849855e-10
-9860.0,4.440892098500626e-13
-9860.0,1.6653345369377348e-11
-9860.0,1.652011860642233e-10
-9860.0,1.956490525145682e-10
-9860.0,9.614531393253856e-11
-9860.0,4.773959005888173e-11
-9860.0,9.814371537686384e-11
-9860.0,1.8035573035035668e-10
-9860.0,3.108624468950438e-11
-9860.0,3.5083047578154947e-11
-9850.0,2.333688797762079e-10
-9850.0,2.353672812205332e-10
-9850.0,4.440892098500626e-13
-9850.0,1.709743457922741e-11
-9850.0,1.6009416015094757e-10
-9850.0,1.986188991054405e-10
-9850.0,9.348077867343818e-11
-9850.0,4.39648317751562e-11
-9850.0,1.0302869668521453e-10
-9850.0,1.9768908732231694e-10
-9850.0,2.9753977059954195e-11
-9850.0,3.68594044175552e-11
-9840.0,2.2870594307278225e-10
-9840.0,2.34035013590983e-10
-9840.0,4.440892098500626e-13
-9840.0,1.6431300764452317e-11
-9840.0,1.56097357262297e-10
-9840.0,2.025601908428598e-10
-9840.0,9.103828801926284e-11
-9840.0,4.773959005888173e-11
-9840.0,1.0302869668521453e-10
-9840.0,2.1721513476791188e-10
-9840.0,3.3084646133829665e-11
-9840.0,3.8191672047105385e-11
-9830.0,2.255973186038318e-10
-9830.0,2.2359891715950653e-10
-9830.0,1.0880185641326534e-11
-9830.0,1.532107773982716e-11
-9830.0,1.532107773982716e-10
-9830.0,2.0239365738916604e-10
-9830.0,8.903988657493755e-11
-9830.0,5.062616992290714e-11
-9830.0,1.1102230246251565e-10
-9830.0,2.398081733190338e-10
-9830.0,3.2862601528904634e-11
-9830.0,3.9745984281580604e-11
-9820.0,2.227107387398064e-10
-9820.0,2.2359891715950653e-10
-9820.0,2.1760371282653068e-11
-9820.0,1.687538997430238e-11
-9820.0,1.4876988529977098e-10
-9820.0,2.078337502098293e-10
-9820.0,8.348877145181177e-11
-9820.0,4.707345624410664e-11
-9820.0,1.1479706074624119e-10
-9820.0,2.6767477123712524e-10
-9820.0,3.375077994860476e-11
-9820.0,4.551914400963142e-11
-9810.0,2.2104540420286867e-10
-9810.0,2.2382096176443156e-10
-9810.0,1.0769163338864018e-11
-9810.0,1.6653345369377348e-11
-9810.0,1.4788170688007085e-10
-9810.0,2.1249668691325496e-10
-9810.0,8.326672684688674e-11
-9810.0,4.973799150320701e-11
-9810.0,1.1857181902996672e-10
-9810.0,2.9909408283401717e-10
-9810.0,3.730349362740526e-11
-9810.0,4.1744385725905886e-11
-9800.0,2.1826984664130578e-10
-9800.0,2.1571633368466792e-10
-9800.0,1.1213252548714081e-11
-9800.0,1.509903313490213e-11
-9800.0,1.4410694859634532e-10
-9800.0,2.1904700275854339e-10
-9800.0,7.771561172376096e-11
-9800.0,5.295763827461997e-11
-9800.0,1.2168044349891716e-10
-9800.0,3.361755318564974e-10
-9800.0,3.6637359812630166e-11
-9800.0,4.263256414560601e-11
-9790.0,2.1194157540094238e-10
-9790.0,2.0750068330244176e-10
-9790.0,1.1435297153639112e-11
-9790.0,1.3766765505351941e-11
-9790.0,1.425526363618701e-10
-9790.0,2.2537527399890678e-10
-9790.0,7.72715225139109e-11
-9790.0,5.417888360170764e-11
-9790.0,1.1524114995609125e-10
-9790.0,3.810285420513537e-10
-9790.0,3.952393967665557e-11
-9790.0,4.39648317751562e-11
-9780.0,2.1005419625907962e-10
-9780.0,2.0505819264826641e-10
-9780.0,1.1601830607332886e-11
-9780.0,1.5987211554602254e-11
-9780.0,1.4011014570769476e-10
-9780.0,2.3225865675158275e-10
-9780.0,7.771561172376096e-11
-9780.0,5.10702591327572e-11
-9780.0,1.2745360322696797e-10
-9780.0,4.332090242087361e-10
-9780.0,3.708144902248023e-11
-9780.0,4.5075054799781356e-11
-9770.0,2.1393997684526767e-10
-9770.0,2.0272672429655358e-10
-9770.0,2.298161660974074e-11
-9770.0,1.687538997430238e-11
-9770.0,1.3944401189291966e-10
-9770.0,2.418065747633591e-10
-9770.0,7.771561172376096e-11
-9770.0,5.156985949383852e-11
-9770.0,1.3011813848606835e-10
